name,imdbRating,Rotten_Tomatoes,Metacritic,imdbVotes,plot
Polytechnique(2009),7.3,86.0,63.0,8853.0,"On December 6, 1989, a lone gunman walked into Montréal's École Polytechnique, a post-secondary institution focusing primarily in engineering, and began a shooting massacre. This event and its aftermath are shown from the perspective of three people. The first is the shooter himself, who blamed the problems in his life on who he considered feminists, such as female engineering students, who were his primary targets. This event was the culmination of a seven year plan, which had a self-defined end. The second is female mechanical engineering student Valérie, who earlier that day had an interview for her dream internship, working on an aerospace project. The interview process itself was a disturbing one for her in the stereotypical view by the male interviewer, who did not believe that females could work in the business and still have aspirations to have a family. And the third is Jean-François, Valérie's friend and fellow mechanical engineering student, who was one of the few who did whatever he could to help the targeted women."
Snow Flower and the Secret Fan(2011),6.1,21.0,42.0,3259.0,"In 19th-century China, seven year old girls Snow Flower and Lily are matched as laotong - or ""old sames"" - bound together for eternity. Isolated by their families, they furtively communicate by taking turns writing in a secret language, nu shu, between the folds of a white silk fan. In a parallel story in present day Shanghai, the laotong's descendants, Nina and Sophia, struggle to maintain the intimacy of their own childhood friendship in the face of demanding careers, complicated love lives, and a relentlessly evolving Shanghai. Drawing on the lessons of the past, the two modern women must understand the story of their ancestral connection, hidden from them in the folds of the antique white silk fan, or risk losing one another forever."
The Business of Strangers(2001),6.4,80.0,67.0,3476.0,A dark thriller about a successful businesswoman and her young assistant who toy with a slow-witted businessman while stuck at an airport hotel.
Jûsan-nin no shikaku(2011),,,,,
Beastmaster 2: Through the Portal of Time(1991),3.9,17.0,,2499.0,"Dar is a warrior who can talk to the beasts. He is forced to travel to Earth to stop his evil brother from stealing an atomic bomb and turning their native land from a desert into, well - a desert."
The Wild Bunch(1969),8.0,94.0,,68692.0,"It's 1913, and the traditional American West is dying. Among the inhabitants of this dying time era are a outlaw gang called ""The Wild Bunch"". After a failed bank robbery, the gang head to Mexico to do one last job. Seeing their times and lives drifting away in the newly formed world of the 20th century, the gang take the job and end up in a brutally, violent last stand against their enemies who deemed to be corrupt in a small Mexican town, ruled by a ruthless general."
The 5th Quarter(2011),5.7,50.0,,1320.0,"In February, 2006, young Luke Abbate accepted a ride home from a fellow student following his high-school team practice. In a severe case of irresponsible and reckless teen-age driving, and over the objections of Luke and the other young passengers, the driver lost control of the car at nearly 90 miles-per-hour, spinning off a narrow road and landing in an embankment some seventy feet below. Luke suffered irreparable brain damage, and died in the hospital two days later - just four days before his sixteenth birthday."
The First Great Train Robbery(1979),7.3,100.0,,13629.0,Among the earliest existing films in American cinema - notable as the first film that presented a narrative story to tell - it depicts a group of cowboy outlaws who hold up a train and rob the passengers. They are then pursued by a Sheriff's posse. Several scenes have color included - all hand tinted.
Morvern Callar(2002),6.8,83.0,78.0,7780.0,"Following her boyfriend's suicide, supermarket clerk Morvern Callar passes off his unpublished novel as her own. With the money her boyfriend left for his funeral, she leaves Scotland for Ibiza where she travels with her closest friend. The journey prompts a series of internal and external transformations for Morvern-- ones which bring to light her experiences of grief, memory, freedom, and desire."
The Flower of Evil(2003),6.6,65.0,67.0,2720.0,"Anne runs for re-election to the town council, shepherded by Matthieu, her fellow candidate and campaign manager. Her husband, Gérard, a businessman and philanderer, hates the campaign and feels vindication when a nasty leaflet circulates about their family history. His son, François, just back from the U.S., is in love with his step-sister Michèle, and she with him, although something is amiss besides their being cousins. Watching it all is their elderly Aunt Line, who has her own haunting memories. A death in World War II and a death on election night collapse time in the perpetual present and bring unexpected expiation. There's a lot to celebrate."
Akmareul Boatda(2011),,,,,
Come Early Morning(2006),6.2,83.0,64.0,2416.0,"The sins of the fathers. In a town near Little Rock, Lucy Fowler works hard for a construction firm; on weekends she drinks, goes home with someone, and come early morning, wakes and leaves as fast as she can. She cares a lot about her father, newly back in town, a painfully shy man who has nothing to say to her. She does go to a Holy Roller church with him about the same time that she starts, fitfully, a relationship with Cal Percell, new in town and a good guy. She kisses him sober, but still has demons to confront. What's the source of her careless ways; can she turn coal into a diamond?"
The Greatest(2010),6.7,53.0,45.0,8020.0,"Teenagers Rose and Bennett were in love, and then a car crash claimed Bennett's life. He left behind a grieving mother, father and younger brother, and Rose was left all alone. She has no family to turn to for support, so when she finds out she's pregnant, she winds up at the Brewer's door. She needs their help, and although they can't quite admit it, they each need her so they can begin to heal."
Deadfall(2012),6.3,34.0,52.0,35122.0,"After a heist of a casino, the criminal Addison and his sister Liza are on the run to Canada with their driver/accomplice Theo. Out of the blue, Theo hits a deer and loses control of the car that leaves the road and overturns. Theo dies and Addison kills a patrolman that comes to help them. Then he splits the money with Liza and tells his sister to get a ride to the border while he will cross the woods. Addison leaves a trail of blood in his runaway. Meanwhile, the former boxer Jay, who was arrested for losing a fight, is released from prison on probation and calls his mother June Mills that lives in an isolated house with his estranged father Chet Mills that was the former Sheriff. June invites her son for the Thanksgiving dinner, but he goes first to the gym to collect money that his couch owes him. They quarrel and Jay hits him and believes that has killed him. He flees and while driving on the road, he sees Liza and gives a ride to her. Soon they fall in love with each other. Meanwhile Sheriff Marshall T. Becker is hunting Addison with his men but he does not allow that his daughter, Deputy Hanna to participate in the hunting party. The Thanksgiving will end with all the characters gathering at Chet and June's home."
